age,gender,race,police_dept,disposition,year,month,day,city,state,county,cause_of_death,criminal_charges,symptoms_of_mental_illness,lat.x,lng.x,lat.y,lng.y,state_name,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class,total_pop,white,prop_white,black,prop_black,asian,prop_asian,am_in_alask,prop_am_in_alask,hawaii_pi,prop_hawaii_pi,other,prop_other
35,Male,White,Berkeley County Sheriff's Office,Pending investigation/No Known Charges,2016,10,5,Moncks Corner,SC,Berkeley,Gunshot,No known charges,No,33.1631,-80.0135,33.1631,-80.0135,South Carolina,0500000US45015,80640,5.7,2.8,6,8,12.2,19.4,14.8,20.8,5.7,4.7,69398,88180,18782,High,227907,147216,64.59476891890114,54804,24.046650607484633,5306,2.3281426195772834,1890,0.8292856296647317,48,0.021061222340691597,9771,4.2872750727270335
31,Male,Hispanic,Hillsborough County Sheriff's Office,Pending investigation/No Known Charges,2016,10,4,Riverview,FL,Hillsborough,Gunshot,No known charges,No,27.8227,-82.3023,27.8227,-82.3023,Florida,0500000US12057,541584,7,3.4,7.9,9.3,12.9,19.3,12.2,14.7,5.5,7.7,61154,84812,23658,Middle,1471968,1024028,69.56863192678102,255003,17.323949977173417,60593,4.116461770908064,2528,0.1717428639753038,1643,0.1116192743320507,73154,4.969809126285353
26,Male,White,Springdale Police Department,Justified by Prosecutor,2016,10,4,Springdale,AR,Washington,Gunshot,No known charges,Unknown,36.1899,-94.1574,36.1899,-94.1574,Arkansas,0500000US05143,89249,7.5,3.7,11.6,10.5,15.9,17,10.7,13,4.2,5.7,50798,72353,21555,Very Low,239187,188340,78.74173763624277,9389,3.9253805599802662,6116,2.5569951544189276,2251,0.9411046586980061,6769,2.830003302855088,18738,7.834037803057859
51,Male,White,"Mackinac County Sheriff's Office, Michigan State Police",Pending investigation/No Known Charges,2016,10,4,Hessel,MI,Mackinac,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Male,White,Burbank Police Department,Pending investigation/No Known Charges,2016,10,4,Burbank,CA,Los Angeles,Taser,No known charges,Unknown,34.1879,-118.3235,34.1879,-118.3235,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
66,Male,White,Burbank Police Department,Pending investigation/No Known Charges,2016,10,4,Burbank,CA,Los Angeles,Taser,No known charges,Unknown,34.1879,-118.3235,37.3212,-121.9306,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
66,Male,White,Burbank Police Department,Pending investigation/No Known Charges,2016,10,4,Burbank,CA,Los Angeles,Taser,No known charges,Unknown,37.3212,-121.9306,34.1879,-118.3235,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
66,Male,White,Burbank Police Department,Pending investigation/No Known Charges,2016,10,4,Burbank,CA,Los Angeles,Taser,No known charges,Unknown,37.3212,-121.9306,37.3212,-121.9306,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
49,Male,White,Ventnor Police Department,Justified by outside agency,2016,10,3,Ventnor,NJ,Atlantic,Gunshot,No known charges,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Male,White,Lynn Police Department,Pending investigation/No Known Charges,2016,10,3,Lynn,MA,Essex,Gunshot,No known charges,No,42.4779,-70.9663,42.4779,-70.9663,Massachusetts,0500000US25009,297898,4.3,3.8,7.3,6.2,9,14.1,13.7,16.4,10.1,15.1,83810,115702,31892,Very High,789034,609454,77.24052448943898,35703,4.524900067677692,28130,3.565118866867587,1863,0.2361114983638221,208,0.026361348180179815,92425,11.713690411313074
36,Male,Black,Markham Police Department,Pending investigation/No Known Charges,2016,10,2,Markham,IL,Cook,Gunshot,No known charges,Unknown,41.6,-87.6905,41.6,-87.6905,Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High,5150233,2916176,56.622214956100045,1189794,23.101750930491882,395599,7.681186462826051,16797,0.3261405843191949,2084,0.04046418870757886,483181,9.381730884796863
63,Male,Hispanic,Bakersfield Police Department,Pending investigation/No Known Charges,2016,10,2,Bakersfield,CA,Kern,Beaten,No known charges,Unknown,35.3529,-119.0359,35.3529,-119.0359,California,0500000US06029,272888,5.6,6.4,11.7,10.1,13.3,17.3,10.3,13.8,6.4,5.1,53067,75669,22602,Very Low,900202,645240,71.67724577372634,46432,5.157953437117447,42066,4.672951182068025,8906,0.9893335051466227,907,0.10075516384100457,122148,13.568954523540272
16,Male,Hispanic,Los Angeles Police Department,Pending investigation/No Known Charges,2016,10,2,Los Angeles,CA,Los Angeles,Gunshot,No known charges,Yes,34.1139,-118.4068,34.1139,-118.4068,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
18,Male,Black,Los Angeles Police Department,Other justified (Civilian board/Coroner/Medical examiner),2016,10,1,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,34.1139,-118.4068,34.1139,-118.4068,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
28,Male,White,Putnam County Sheriff's Department,Pending investigation/No Known Charges,2016,10,1,Hometown,WV,Putnam,Gunshot,No known charges,Unknown,38.5288,-81.8552,38.5288,-81.8552,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Male,Black,Columbus Division of Police,Justified by internal review,2016,9,30,Columbus,OH,Franklin,Gunshot,No known charges,Unknown,39.9862,-82.985,39.9862,-82.985,Ohio,0500000US39049,522383,5.4,3.3,9,8.2,12.1,19.5,12.7,16,7.1,6.7,64713,87764,23051,Middle,1316756,858933,65.23099192257335,304051,23.090914337963905,71200,5.407228066551434,3103,0.23565489733861095,463,0.03516217127546789,29721,2.2571379967131344
32,Male,Black,Greenville County Sheriff's Office,Pending investigation/No Known Charges,2016,9,30,Campobello,SC,Greenville,Gunshot,No known charges,Unknown,35.1224,-82.1495,35.1224,-82.1495,South Carolina,0500000US45045,199551,5.4,3.2,7.3,9.6,14,17.6,13.1,15.4,6.7,7.7,64412,89338,24926,Middle,523542,379349,72.45817909546895,89741,17.141127168402917,13347,2.5493656669378963,2381,0.4547868174855122,1637,0.3126778749364903,21470,4.100912629741262
36,Male,Black,Pasadena Police Department,Pending investigation/No Known Charges,2016,9,30,Pasadena,CA,Los Angeles,Taser,No known charges,Yes,34.1597,-118.139,34.1597,-118.139,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High,10039107,5234081,52.136918154174474,811176,8.08016091471084,1474713,14.68968305647106,81491,0.8117355458010358,26307,0.2620452197590881,1997842,19.900594744134114
18,Male,Black,Newark Police Department,Pending investigation/No Known Charges,2016,9,30,Newark,NJ,Essex,Gunshot,No known charges,No,40.7245,-74.1725,40.7245,-74.1725,New Jersey,0500000US34013,295976,8.4,4.3,7.8,8.3,10.3,16.4,10.6,13.5,7.3,13,64626,106759,42133,Middle,798975,352316,44.09599799743421,318621,39.87871960949967,44008,5.508057198285303,1897,0.2374292061704058,120,0.015019243405613444,57536,7.201226571544791
18,Male,Black,Newark Police Department,Pending investigation/No Known Charges,2016,9,30,Newark,NJ,Essex,Gunshot,No known charges,No,40.7245,-74.1725,40.7245,-74.1725,New Jersey,0500000US34013,295976,8.4,4.3,7.8,8.3,10.3,16.4,10.6,13.5,7.3,13,64626,106759,42133,Middle,798975,352316,44.09599799743421,318621,39.87871960949967,44008,5.508057198285303,1897,0.2374292061704058,120,0.015019243405613444,57536,7.201226571544791
37,Male,White,Michigan State Police Department,Pending investigation/No Known Charges,2016,9,30,Belleville,MI,Wayne,Gunshot,No known charges,Unknown,42.2021,-83.4838,42.2021,-83.4838,Michigan,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low,1749343,922540,52.736370168686186,674108,38.53492425442009,61182,3.4974273198566546,7182,0.41055413375192856,110,0.006288075008731849,38571,2.2048849196526925
38,Male,White,Trinity County Sheriff's Office,Pending investigation/No Known Charges,2016,9,30,Groveton,TX,Trinity,Gunshot,No known charges,Unknown,31.0572,-95.1269,31.0572,-95.1269,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Male,White,Kingman Police Department,Justified by District Attorney,2016,9,29,Kingman,AZ,Mohave,Gunshot,No known charges,Unknown,35.217,-114.0105,35.217,-114.0105,Arizona,0500000US04015,91095,4.9,4.9,12.1,11.2,16.6,22.5,12.6,9.8,2.7,2.5,50179,63437,13258,Very Low,212181,188756,88.95989744604842,1496,0.7050584171061499,1923,0.906301695250753,4358,2.0539068059816854,138,0.06503881120364217,7608,3.5856179394007945
32,Male,Black,Philadelphia Police Department,Pending investigation/No Known Charges,2016,9,28,Philadelphia,PA,Philadelphia,Gunshot,No known charges,Unknown,40.0077,-75.1339,40.0077,-75.1339,Pennsylvania,0500000US42101,619505,12.2,6.6,9.7,9.9,13.3,16.3,10.8,10.5,5.1,5.7,47474,72748,25274,Very Low,1584064,617726,38.99627792816452,657343,41.497250111106624,119641,7.552788271180963,7211,0.45522150620176965,897,0.05662649993939639,128826,8.132625954506889
28,Male,Hispanic,Valdosta Police Department,Pending investigation/No Known Charges,2016,9,28,Valdosta,GA,Lowndes,Gunshot,No known charges,Unknown,30.8502,-83.2788,30.8502,-83.2788,Georgia,0500000US13185,42639,8.1,3.8,13.1,14.9,13.6,20,12.1,8.4,2.9,3.2,45683,62009,16326,Very Low,117406,64240,54.71611331618487,44053,37.52193243956868,1339,1.1404868575711633,1076,0.9164778631415771,614,0.5229715687443572,2858,2.434287855816568
38,Male,Black,El Cajon Police Department,Justified by District Attorney,2016,9,27,El Cajon,CA,San Diego,Gunshot,No known charges,Yes,32.8017,-116.9605,32.8017,-116.9605,California,0500000US06073,1132434,4.1,3.3,6,6.3,9.8,15.3,13.4,18.8,9.7,13.3,83985,112786,28801,Very High,3338330,2368310,70.94295650819421,164475,4.92686462991975,404836,12.126901774240412,23116,0.6924420293979325,13736,0.41146321663825924,177471,5.3161610745492505
26,Male,White,Phoenix Police Department,Pending investigation/No Known Charges,2016,9,27,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,33.5722,-112.0891,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High,4485414,3547155,79.08199778214453,266128,5.933186992326684,192301,4.287251968268704,93358,2.0813686317472593,10045,0.22394811270486958,213953,4.7699721809402655
46,Male,Asian,Houston Police Department,Pending investigation/No Known Charges,2016,9,26,Houston,TX,Harris,Gunshot,No known charges,Unknown,29.7863,-95.3889,29.7863,-95.3889,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle,4713325,2895713,61.436735213463955,901998,19.137190836617464,331518,7.033633369224486,20316,0.4310332939061066,2396,0.050834601899932635,436847,9.268340290559212
32,Male,White,Pulaski County Sheriff's Office,Pending investigation/No Known Charges,2016,9,26,Little Rock,AR,Pulaski,Gunshot,No known charges,Yes,34.7256,-92.3576,34.7256,-92.3576,Arkansas,0500000US05119,158000,6.9,5.9,9.4,10.8,15,19.2,9.7,13.3,5.1,4.8,52043,77462,25419,Very Low,391911,216942,55.354914763811166,147026,37.51515012336984,8522,2.1744732860266742,1365,0.3482933625236342,289,0.07374123206544343,7095,1.8103600052052633
48,Male,White,Burnsville Police Department,Justified by County Attorney,2016,9,26,Burnsville,MN,Dakota,Gunshot,No known charges,Yes,44.7648,-93.2795,44.7648,-93.2795,Minnesota,0500000US27037,162895,3.5,1.9,4.7,6,10.3,15.7,13.6,22.4,10.6,11.5,88864,109318,20454,Very High,429021,345069,80.43172711825295,31116,7.252791821379373,22343,5.207903575815636,1432,0.333783194762028,0,0,13897,3.239235375424513
52,Male,White,"Garden City Police Department, Boise Police Department",Justified by Prosecutor,2016,9,26,Garden City,ID,Ada,Gunshot,No known charges,Unknown,43.6526,-116.2743,43.6526,-116.2743,Idaho,0500000US16001,184160,3.7,2.5,6.2,8.5,11.7,18.9,15,16.7,8.2,8.6,72021,96684,24663,High,481587,434358,90.19304923098007,6795,1.4109600134555127,11196,2.324813585084315,3848,0.7990248906220475,655,0.13600865471866974,7446,1.5461380809697935
25,Male,White,Unknown,Justified by Attorney General,2016,9,25,Claremont,NH,Sullivan,Gunshot,No known charges,Yes,43.379,-72.3368,43.379,-72.3368,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Male,Black,Baltimore County Police Department,Pending investigation/No Known Charges,2016,9,23,Pikesville,MD,Baltimore,Gunshot,No known charges,No,39.3893,-76.702,39.3893,-76.702,Maryland,0500000US24005,312466,5.3,2.3,6.1,6.4,10.5,18.2,13.6,18.5,8.7,10.3,77358,104484,27126,Very High,827370,483230,58.40555011663464,248401,30.022964332765266,50514,6.105370027919794,2305,0.27859361591549126,429,0.051851046085789915,20267,2.449569116598378
30,Male,Hispanic,San Antonio Police Department,Pending investigation/No Known Charges,2016,9,23,San Antonio,TX,Bexar,Gunshot,No known charges,Unknown,29.4658,-98.5253,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low,2003554,1552899,77.50721967064527,155244,7.748431038045394,59703,2.9798547980239114,17785,0.8876726057795298,4298,0.2145188000922361,136246,6.800216016139321
41,Male,White,Sacramento County Sheriff's Department,Pending investigation/No Known Charges,2016,9,23,Fair Oaks,CA,Sacramento,Gunshot,No known charges,Unknown,38.6504,-121.2497,38.6504,-121.2497,California,0500000US06067,556752,4.4,4,7.1,7.8,11.1,17.6,13.7,17.4,8.5,8.4,72017,93318,21301,High,1552058,859356,55.36880709354934,148840,9.58984780207956,250836,16.16150942812704,11004,0.708994122642324,19153,1.2340389341119984,138724,8.938068036117206
23,Male,White,Cass County Sheriff's Office,Pending investigation/No Known Charges,2016,9,21,Louisville,NE,Cass,Gunshot,No known charges,Unknown,40.9965,-96.1614,40.9965,-96.1614,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Male,Black,Charlotte-Mecklenburg Police Department,Justified by District Attorney,2016,9,20,Charlotte,NC,Mecklenburg,Gunshot,No known charges,Yes,35.208,-80.8304,35.208,-80.8304,North Carolina,0500000US37119,426313,4.5,3.4,6.5,8.2,12.9,18.5,13.1,15.2,6.9,10.9,69072,102553,33481,High,1110356,579664,52.20523868020707,352014,31.702805226431884,63628,5.7304143896191855,3809,0.3430431321125837,379,0.03413319692062726,75332,6.7844907399068415
22,Male,White,St. Lucie County Sheriff's Office,Grand jury/No bill or Cleared,2016,9,20,Port St Lucie,FL,St. Lucie,Gunshot,No known charges,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Male,White,Decatur County Sheriff's Office,Pending investigation/No Known Charges,2016,9,20,Decaturville,TN,Decatur,Gunshot,No known charges,Unknown,35.582,-88.1195,35.582,-88.1195,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Male,White,Metropolitan Nashville Police Department,Pending investigation/No Known Charges,2016,9,20,Nashville,TN,Davidson,Gunshot,No known charges,Unknown,36.1715,-86.7843,36.1715,-86.7843,Tennessee,0500000US47037,289427,5,3.4,7.3,8.5,13.9,18.7,14,15,6,8.2,63938,92592,28654,Middle,694144,439010,63.244802231237315,185846,26.7734072469113,26193,3.7734245343905584,2053,0.2957599575880509,787,0.11337705144753825,23724,3.4177346487184215
49,Male,White,Westminster Police Department,Pending investigation/No Known Charges,2016,9,20,Westminster,CO,Adams,Gunshot,No known charges,Unknown,39.8837,-105.0624,39.8837,-105.0624,Colorado,0500000US08001,171977,3.6,2.7,6.1,6.8,11.8,18.4,16.2,18.4,9.4,6.6,75804,91713,15909,Very High,517421,410925,79.41792080336901,18728,3.619489738530133,20608,3.982830229155755,4884,0.9439122107529458,692,0.13374022314517578,33151,6.406968406771275
23,Male,White,Mashantucket Pequot Tribal Police Department,Pending investigation/No Known Charges,2016,9,20,Mashantucket,CT,New London,Gunshot,No known charges,Unknown,41.4645,-71.9746,41.4645,-71.9746,Connecticut,0500000US09011,109752,3.9,2.3,6.8,7.7,11.8,17.3,14.3,18.3,8,9.7,75633,98102,22469,Very High,265206,213621,80.54908259994119,17205,6.487409787108889,11608,4.376974879904678,2383,0.8985467900424575,0,0,9775,3.6858140464393716
46,Female,White,Harris County Precinct 4 Constable's Office,Pending investigation/No Known Charges,2016,9,19,Spring,TX,Harris,Gunshot,No known charges,Yes,30.0613,-95.383,30.0613,-95.383,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle,4713325,2895713,61.436735213463955,901998,19.137190836617464,331518,7.033633369224486,20316,0.4310332939061066,2396,0.050834601899932635,436847,9.268340290559212
56,Male,White,Wood County Sheriff's Office,Pending investigation/No Known Charges,2016,9,19,Hawkins,TX,Wood,Gunshot,No known charges,Yes,32.5917,-95.2027,32.5917,-95.2027,Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Male,White,Cache County Sheriff's Office,Pending investigation/No Known Charges,2016,9,19,Logan,UT,Cache,Gunshot,No known charges,Yes,41.74,-111.8419,41.74,-111.8419,Utah,0500000US49005,40206,5.3,4.5,6.6,9.8,13.3,20.8,15.4,15.5,4.8,4,62507,76347,13840,Middle,128289,118029,92.00243200897972,857,0.6680229793668981,3357,2.616748123377686,658,0.5129044579036395,12,0.009353880691251783,1866,1.4545284474896523
61,Male,Black,Akron Police Department,Pending investigation/No Known Charges,2016,9,18,Akron,OH,Summit,Gunshot,No known charges,Unknown,41.0798,-81.5219,41.0798,-81.5219,Ohio,0500000US39153,224629,6.8,4.2,9.4,11,13.2,18.3,12.2,12.7,5.9,6.2,57364,82501,25137,Low,541013,420358,77.69831778533973,80544,14.887627469210537,19770,3.6542559975453455,921,0.17023620504498044,104,0.019223197963819723,3240,0.5988765519497683
22,Male,Black,Avon Police Department,Justified by County Attorney,2016,9,17,St. Cloud,MN,Stearns,Gunshot,No known charges,Unknown,45.5339,-94.1718,45.5339,-94.1718,Minnesota,0500000US27145,59776,3.6,4.1,7.4,9.7,11.5,20.6,15.5,15.6,7.7,4.2,66558,82412,15854,High,161075,139161,86.39515753530964,11539,7.163743597702934,2837,1.76129132391743,323,0.20052770448548812,0,0,1928,1.1969579388483627
25,Male,Black,Philadelphia Police Department,Pending investigation/No Known Charges,2016,9,17,Philadelphia,PA,Philadelphia,Gunshot,No known charges,No,40.0077,-75.1339,40.0077,-75.1339,Pennsylvania,0500000US42101,619505,12.2,6.6,9.7,9.9,13.3,16.3,10.8,10.5,5.1,5.7,47474,72748,25274,Very Low,1584064,617726,38.99627792816452,657343,41.497250111106624,119641,7.552788271180963,7211,0.45522150620176965,897,0.05662649993939639,128826,8.132625954506889
21,Male,Black,Baltimore County Police Department,Ruled accidental,2016,9,17,Middle River,MD,Baltimore,Gunshot,No known charges,No,39.3345,-76.4318,39.3345,-76.4318,Maryland,0500000US24005,312466,5.3,2.3,6.1,6.4,10.5,18.2,13.6,18.5,8.7,10.3,77358,104484,27126,Very High,827370,483230,58.40555011663464,248401,30.022964332765266,50514,6.105370027919794,2305,0.27859361591549126,429,0.051851046085789915,20267,2.449569116598378
42,Male,White,Beaumont Police Department,Pending investigation/No Known Charges,2016,9,17,Beaumont,CA,Riverside,Gunshot,No known charges,Unknown,33.9076,-116.9766,33.9076,-116.9766,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High,2470546,1478117,59.82956803880599,163542,6.619670307697165,172785,6.993798132072829,20934,0.8473430569598785,8695,0.35194649279956736,517882,20.96224883082525
